,id,sneaker,price,brand,date
808,809,['Air Foamposite Pro White Gucci (GS)'],228,Air,release: 10/09/2015
809,810,['Jordan 1 Retro Low Royal (2015)'],120,Jordan,release: 10/07/2015
810,811,['adidas Ultra Boost 1.0 Collegiate Navy'],170,adidas,release: 10/07/2015
811,812,['Jordan 14 Retro Low Laney (2015)'],200,Jordan,release: 10/03/2015
812,813,['adidas Superstar 80s Undftd Bape Blue Camo'],176,adidas,release: 10/03/2015
813,814,['adidas Superstar 80s Undftd Bape Black Camo'],210,adidas,release: 10/03/2015
814,815,['LeBron 13 Lifestyle Black'],75,LeBron,release: 10/02/2015
815,816,['Air Zoom Hawk Flight White Black Red'],88,Air,release: 10/01/2015
816,817,['adidas Yeezy Boost 950 Pirate Black (W)'],450,adidas,release: 10/29/2015
817,818,['adidas Yeezy Boost 950 Chocolate'],799,adidas,release: 10/29/2015
818,819,['adidas Yeezy Boost 950 Moonrock (W)'],800,adidas,release: 10/29/2015
819,820,['adidas Yeezy Boost 950 Moonrock'],950,adidas,release: 10/29/2015
820,821,['Air Force 1 CMFT Lux Low Ostrich Red'],333,Air,release: 10/25/2015
821,822,['Reebok Ventilator Livestock Maple Leaf'],222,Reebok,release: 10/24/2015
822,823,"['ASICS Gel-Lyte III Limited EDT ""Vanda""']",220,ASICS,release: 10/23/2015
823,824,['Air Trainer SC High Bo Knows Hockey'],240,Air,release: 10/23/2015
824,825,['Nike Dunk SB High Tin Man'],150,Nike,release: 10/20/2015
825,826,['Under Armour Curry 1 Championship Pack Black'],175,Under,release: 10/20/2015
826,827,['adidas Ultra Boost 1.0 Flash Orange (W)'],180,adidas,release: 10/20/2015
827,828,['Air Huarache Run Triple Black (W)'],133,Air,release: 10/18/2015
828,829,['Jordan 1.5 Retro Reverse Fragment'],124,Jordan,release: 10/17/2015
829,830,['Nike Tennis Classic Maroon Gum'],109,Nike,release: 10/01/2015
830,831,['adidas Ultra Boost 1.0 Silver Metallic Grey'],299,adidas,release: 09/30/2015
831,832,"['ASICS Gel-Lyte III Bait ""Nightmare""']",120,ASICS,release: 09/26/2015
832,833,['Jordan 11 Retro Low IE Referee (2015)'],150,Jordan,release: 09/26/2015
833,834,['Puma Blaze Of Glory Ronnie Fieg x High Snobiety A Tale of Two Cities'],130,Puma,release: 09/25/2015
834,835,['Air Foamposite One Olive'],283,Air,release: 09/25/2015
835,836,['adidas Ultra Boost 1.0 Kolor Grey Solar Orange'],350,adidas,release: 09/25/2015
836,837,['Nike Dunk SB Low Reptile Gucci'],220,Nike,release: 09/22/2015
837,838,['Jordan 6 Retro Low Ghost Green'],170,Jordan,release: 09/19/2015
838,839,['Jordan 1 Retro KO Milita Green'],90,Jordan,release: 09/19/2015
839,840,['Jordan 1.5 Retro Militia Green (2015)'],93,Jordan,release: 09/19/2015
840,841,['Jordan 11 Retro Low IE Militia Green (2015)'],118,Jordan,release: 09/19/2015
841,842,['Air Max Sensation White Midnight Navy (2015)'],240,Air,release: 09/19/2015
842,843,['adidas Ultra Boost 2.0 Black Grey Gradient'],229,adidas,release: 11/20/2015
843,844,['adidas Stan Smith Pharrell BBC White'],303,adidas,release: 11/20/2015
844,845,['adidas Stan Smith Pharrell BBC Black'],350,adidas,release: 11/20/2015
845,846,['Air Max 90 Hyperfuse Milan Aperitivo (GS)'],297,Air,release: 09/18/2015
846,847,['Nike LeBron 13 NSW White Rubber City'],67,Nike,release: 11/19/2015
847,848,['Converse Chuck Taylor All-Star 70s Hi Space Pack Lunar'],190,Converse,release: 11/15/2015
848,849,['Lunar Force 1 Low Acronym Turbo Green'],574,Lunar,release: 09/17/2015
849,850,['Lunar Force 1 Low Acronym Black White'],585,Lunar,release: 09/17/2015
850,851,['adidas Yeezy Boost 350 Moonrock'],850,adidas,release: 11/14/2015
851,852,['Nike Dunk SB Low Premier Fish Ladder'],180,Nike,release: 11/14/2015
852,853,['Lunar Force 1 Low Acronym Bright Crimson'],685,Lunar,release: 09/17/2015
853,854,"['Reebok Instapump Fury Bait ""Nasty Ted""']",149,Reebok,release: 11/14/2015
854,855,"['Reebok Instapump Fury Bait ""Happy Ted""']",168,Reebok,release: 11/14/2015
855,856,['Nike Superfly Mercurial Savage Beauty'],275,Nike,release: 11/14/2015
856,857,['Nike Flyknit Racer Acai Berry'],125,Nike,release: 11/13/2015
857,858,['adidas Ultra Boost 2.0 Mineral Green'],184,adidas,release: 11/13/2015
858,859,['Air Max 90 Sneakerboot Winter Wheat'],92,Air,release: 11/10/2015
859,860,['Air Huarache Run Print Camo Black (W)'],110,Air,release: 11/10/2015
860,861,['Palace Pro Boost Core Black White Gold'],332,Palace,release: 11/07/2015
861,862,"['ASICS Gel-Lyte V Concepts ""Mix & Match Teal""']",65,ASICS,release: 11/07/2015
862,863,"['Saucony Grid 9000 END ""White Noise""']",78,Saucony,release: 11/07/2015
863,864,['Air Force 1 High Wheat (2015)'],99,Air,release: 11/07/2015
864,865,"['ASICS Gel-Lyte V Concepts ""Mix & Match Royal""']",102,ASICS,release: 11/07/2015
865,866,['Air Force 1 High Wheat 2015 (GS)'],160,Air,release: 11/07/2015
866,867,"['ASICS Gel-Lyte V Bape ""Black Camo""']",180,ASICS,release: 11/07/2015
867,868,['adidas Palace Pro Boost Bright Cyan/White'],199,adidas,release: 11/07/2015
868,869,"['ASICS Gel-Kayano Bape ""Brown Camo""']",250,ASICS,release: 11/07/2015
869,870,"['ASICS Gel-Lyte V Concepts ""Mix & Match Coral""']",250,ASICS,release: 11/07/2015
870,871,['Jordan Spike Forty Knicks Blue'],95,Jordan,release: 11/04/2015
871,872,['Air Tech Challenge III OG Purple (2015)'],210,Air,release: 11/02/2015
872,873,['Kobe 10 Elite Ext White Gum'],140,Kobe,release: 11/01/2015
873,874,['Jordan Super.Fly 4 JCRD Midnight Navy'],150,Jordan,release: 11/01/2015
874,875,['adidas EQT 3/3 F15 OG Pack Sub Green'],345,adidas,release: 11/01/2015
875,876,"['ASICS Gel-Lyte III HAL ""Silverscreen""']",180,ASICS,release: 10/31/2015
876,877,['Kobe 10 Elite Low Opening Night'],231,Kobe,release: 10/30/2015
877,878,['Jordan 1 Retro Mid Black Red White'],150,Jordan,release: 09/16/2015
878,879,['LeBron 12 Elite SP Pigalle'],210,LeBron,release: 09/13/2015
879,880,['Nike Flyknit Racer Multi-Color 2.0 (2015/2017)'],95,Nike,release: 09/11/2015
880,881,['adidas Superstar 80s Xeno All Star Silver'],90,adidas,release: 09/11/2015
881,882,['Converse Chuck Taylor All-Star Ox Fragment Gold'],53,Converse,release: 09/11/2015
882,883,['Lunar Force 1 Low NE Patriots (2015)'],250,Lunar,release: 09/10/2015
883,884,['adidas Ultra Boost 1.0 Base Green Olive'],380,adidas,release: 09/09/2015
884,885,['Air Zoom Flight 96 Black White Royal'],225,Air,release: 09/08/2015
885,886,['Jordan 6 Retro Low Dark Grey (GS)'],80,Jordan,release: 09/05/2015
886,887,['Air Foamposite Pro Gucci'],282,Air,release: 09/04/2015
887,888,['Nike Dunk Sky Hi Desert Camo (W)'],75,Nike,release: 09/01/2015
888,889,['adidas Superstar 80s Primeknit Black White'],110,adidas,release: 08/01/2015
889,890,['Reebok Ventilator The Hundreds Affiliate'],133,Reebok,release: 08/01/2015
890,891,['Jordan 1 Retro Mid Cool Grey (2015)'],169,Jordan,release: 08/01/2015
891,892,['Jordan 11 Retro Low IE Cobalt (2015)'],170,Jordan,release: 08/01/2015
892,893,['adidas Ultra Boost 1.0 Wool Grey'],325,adidas,release: 08/01/2015
893,894,['adidas Ultra Boost Black Wool'],450,adidas,release: 08/01/2015
894,895,['Nike SB Zoom Stefan Janoski Elite Flamingo'],225,Nike,release: 07/29/2015
895,896,"['Nike Dunk SB Low Cncpts ""Grail""']",325,Nike,release: 07/25/2015
896,897,['Jordan 1.5 Retro Chicago (2015)'],315,Jordan,release: 07/25/2015
897,898,"['Nike Dunk SB High Cncpts ""Stained Glass""']",115,Nike,release: 07/25/2015
898,899,"['Nike SB Stefan Janoski Max Cncpts ""Mosaic""']",70,Nike,release: 07/25/2015
899,900,['Jordan 1 Retro High Maya Moore (GS)'],100,Jordan,release: 07/25/2015
900,901,['Air Max 1 Essential Olympic (2015)'],183,Air,release: 07/25/2015
901,902,"['ASICS Gel-Lyte III Atmos ""Birthday Dinner""']",188,ASICS,release: 07/25/2015
902,903,['Reebok Ventilator Titolo Desert Dawn'],222,Reebok,release: 07/25/2015
903,904,['Reebok Question Low White Red Ice'],270,Reebok,release: 07/25/2015
904,905,['Jordan 1.5 Retro Chicago 2015 (GS)'],300,Jordan,release: 07/25/2015
905,906,['Jordan Son of Mars Hot Lava'],350,Jordan,release: 07/22/2015
906,907,['Nike KB Mentality Black Metallic Gold Chilling Red'],80,Nike,release: 08/15/2015
907,908,['Saucony Shadow 6000 Offspring Stealth'],130,Saucony,release: 08/15/2015
908,909,['Nike Dunk SB Low Black Cement'],160,Nike,release: 08/15/2015
909,910,['KangaROOS Omnicoil 2 Sneakers Magazine Absinthe'],331,KangaROOS,release: 08/15/2015
910,911,['ASICS Gel-Lyte III Japanese Denim Kimono'],110,ASICS,release: 08/14/2015
911,912,['Nike Flyknit Racer Blue Gecko'],125,Nike,release: 08/14/2015
912,913,['Under Armour Curry 1 Low Two-A-Days'],130,Under,release: 08/14/2015
913,914,['adidas Ultra Boost 1.0 Solar Yellow'],172,adidas,release: 08/12/2015
914,915,['Kobe 10 Elite Low Drill Sergeant'],189,Kobe,release: 08/12/2015
915,916,['LeBron Soldier 9 Wolf Grey White Black'],167,LeBron,release: 08/10/2015
916,917,['Nike Dunk SB Low Iowa'],197,Nike,release: 08/08/2015
917,918,['Jordan Son of Mars Marvin the Martian'],148,Jordan,release: 08/08/2015
918,919,['Nike Dunk SB High Distressed Leather'],158,Nike,release: 08/07/2015
919,920,['Nike Air Max 2 CB 94 Black Purple (2015)'],342,Nike,release: 08/06/2015
920,921,['Air Zoom Elite 8 Lactic Acid'],300,Air,release: 08/30/2015
921,922,['Jordan 6 Retro Low Chrome (2015)'],119,Jordan,release: 08/29/2015
922,923,['Jordan Future Low Green Pulse'],65,Jordan,release: 08/29/2015
923,924,['Jordan 6 Retro Low Chrome 2015 (PS)'],100,Jordan,release: 08/29/2015
924,925,"['ASICS Gel-Lyte III Footpatrol ""Squad""']",350,ASICS,release: 08/29/2015
925,926,['Jordan Future Low Cool Grey'],140,Jordan,release: 08/24/2015
926,927,['adidas Yeezy Boost 350 Pirate Black (2015)'],810,adidas,release: 08/22/2015
927,928,['Jordan 6 Retro Low Fuchsia Flash (GS)'],130,Jordan,release: 08/22/2015
928,929,['KD 8 NSW Lifestyle Metallic Silver'],140,KD,release: 08/21/2015
929,930,['Jordan Future Low Gym Red'],110,Jordan,release: 08/18/2015
930,931,"['ASICS Gel-Lyte Speed Ubiq ""Cool Breeze""']",95,ASICS,release: 07/18/2015
931,932,['Nike Flight Squad Cork'],199,Nike,release: 07/18/2015
932,933,['Reebok Ventilator Kendrick Lamar Red and Blue'],330,Reebok,release: 07/18/2015
933,934,['Nike Roshe Run LD-1000 fragment Black'],159,Nike,release: 07/16/2015
934,935,['Nike Dunk SB High Jungle Rain Forest'],105,Nike,release: 07/15/2015
935,936,['Nike Flyknit Max Voltage Green'],190,Nike,release: 07/15/2015
936,937,['adidas Stan Smith Raf Simons White'],300,adidas,release: 07/13/2015
937,938,['Air Foamposite One Wolf Grey Suede'],250,Air,release: 07/11/2015
938,939,['Nike Zoom Penny 6 Copper'],85,Nike,release: 07/10/2015
939,940,['Jordan 1 Retro Low Triple Black'],89,Jordan,release: 07/10/2015
940,941,['Nike Free Inneva Woven Mid White'],78,Nike,release: 07/10/2015
941,942,['Reebok Ventilator Sneaker Politics 3-Lakes'],130,Reebok,release: 07/10/2015
942,943,['Nike Flyknit Racer Sherbet'],139,Nike,release: 07/10/2015
943,944,['Nike Free Inneva Woven Mid Purple'],231,Nike,release: 07/10/2015
944,945,['Nike Classic Cortez Shark Big Tooth Black Showstopper (2015/2017)'],95,Nike,release: 07/09/2015
945,946,['Nike Classic Cortez Shark Big Tooth White Showstopper (2015/2017)'],95,Nike,release: 07/09/2015
946,947,['Nike Dunk SB Low Atlas 35MM Grey'],335,Nike,release: 07/08/2015
947,948,['adidas Stan Smith Wings and Horns'],200,adidas,release: 07/08/2015
948,949,['adidas Ultra Boost 1.0 Royal Blue'],255,adidas,release: 07/08/2015
949,950,['Jordan Future Low Bordeaux'],145,Jordan,release: 07/06/2015
950,951,['Jordan 6 Retro Low Infrared White'],135,Jordan,release: 07/04/2015
951,952,['Nike Dunk SB High Familia Blue Ox'],194,Nike,release: 07/04/2015
952,953,['Jordan 6 Retro Low White Infrared 23 Black (GS)'],170,Jordan,release: 07/04/2015
953,954,['Air Foamposite One Sharpie Pack'],299,Air,release: 07/04/2015
954,955,['Air Foamposite One Sharpie'],300,Air,release: 07/04/2015
955,956,['Air Tech Challenge III OG Volt (2015)'],249,Air,release: 07/02/2015
956,957,['Nike Roshe NM Flyknit Photo Blue'],89,Nike,release: 07/01/2015
957,958,['adidas Ultra Boost 1.0 All White'],225,adidas,release: 07/01/2015
958,959,['Air Force 1 High Retro Summit White Wolf Grey'],125,Air,release: 06/13/2015
959,960,['Jordan 13 Retro Low Bred'],150,Jordan,release: 06/13/2015
960,961,"['ASICS Gel-Lyte V Atmos ""Woodland Camo""']",180,ASICS,release: 06/13/2015
961,962,['Jordan 13 Retro Low Quai 54'],255,Jordan,release: 06/13/2015
962,963,['Li-Ning Way Of Wade 3 Orange Drip'],200,Li-Ning,release: 06/12/2015
963,964,['Air Zoom Pegasus 32 Photosynthesis'],145,Air,release: 06/11/2015
964,965,['Jordan Son of Mars Low Black Cement'],300,Jordan,release: 06/10/2015
965,966,"['Saucony Shadow 5000 Epitome ""Big Fish""']",200,Saucony,release: 06/06/2015
966,967,['Reebok Ventilator END Husky'],140,Reebok,release: 06/06/2015
967,968,['Air Flight Huarache Quai 54'],144,Air,release: 06/06/2015
968,969,"['ASICS Gel-Lyte III Colette ""Polka Dot""']",200,ASICS,release: 06/27/2015
969,970,['adidas Ultra Boost 1.0 J&D Collective Triple Black'],245,adidas,release: 06/06/2015
970,971,['adidas Ultra Boost 1.0 J&D Collective Triple White'],540,adidas,release: 06/06/2015
971,972,['Li-Ning Way Of Wade 3 Code Red'],98,Li-Ning,release: 06/26/2015
972,973,['Nike SB Dunk High Cork'],198,Nike,release: 06/04/2015
973,974,['Nike Footscape Magista USA Tournament Pack'],138,Nike,release: 06/04/2015
974,975,"['ASICS Gel-Lyte III Villa x Wale ""Bottle Rocket""']",150,ASICS,release: 06/26/2015
975,976,['adidas Ultra Boost Kris Van Assche Black'],146,adidas,release: 06/25/2015
976,977,['adidas Ultra Boost Kris Van Assche Navy'],197,adidas,release: 06/25/2015
977,978,['Nike Vandal High Terminator'],400,Nike,release: 06/25/2015
978,979,['Jordan 11 Retro Low Citrus 2015 (GS)'],230,Jordan,release: 06/20/2015
979,980,['Jordan 11 Retro Low Citrus 2015 (PS)'],75,Jordan,release: 06/20/2015
980,981,['LeBron Zoom Soldier 10 Black Gum'],120,LeBron,release: 06/20/2015
981,982,['Jordan 11 Retro Low Citrus 2015 (TD)'],125,Jordan,release: 06/20/2015
982,983,"['ASICS Onitsuka Tiger Colorado 85 Woei ""Cervidae II""']",148,ASICS,release: 06/20/2015
983,984,['Nike Dunk SB Low Primative Paul Rodriguez'],187,Nike,release: 06/20/2015
984,985,['Air Foamposite One Gone Fishing'],260,Air,release: 06/20/2015
985,986,"['ASICS Gel-Lyte V Diamond Supply Co x Ronnie Fieg ""Tiffany"" Grey']",100,ASICS,release: 06/19/2015
986,987,['Nike Free Huarache Carnivore Black'],135,Nike,release: 06/19/2015
987,988,"['Air Force 1 High John Geiger ""Misplaced Checks"" Red']",550,Air,release: 05/23/2015
988,989,['Jordan 11 Retro Low Bred (GS)'],179,Jordan,release: 05/22/2015
989,990,['Nike Dunk SB Low Marty McFly'],280,Nike,release: 05/22/2015
990,991,['Nike Zoom Vapor 9 Colette'],165,Nike,release: 05/21/2015
991,992,['Nike Tennis Classic Wmns Colette'],220,Nike,release: 05/21/2015
992,993,"['ASICS Gel-Lyte V Whiz Limited x Mita ""Recognize""']",145,ASICS,release: 05/20/2015
993,994,['adidas Ultra Boost 1.0 Core Black (1.0)'],199,adidas,release: 05/19/2015
994,995,['Air Force 1 CMFT Lux White'],176,Air,release: 05/17/2015
995,996,['Nike Dunk SB Low De La Soul (2015)'],210,Nike,release: 05/16/2015
996,997,['adidas EQT Guidance 93 Malt'],180,adidas,release: 05/16/2015
997,998,['adidas Palace Pro Primeknit White'],235,adidas,release: 05/16/2015
998,999,['adidas Palace Pro Primeknit Black'],398,adidas,release: 05/16/2015
999,1000,"['Saucony Grid 9000 End ""Red Noise""']",78,Saucony,release: 05/12/2015
1000,1001,['Saucony G9 Shadow 6 Scoops Pack Vanilla Strawberry'],125,Saucony,release: 05/15/2015
1001,1002,['Jordan Future Low Grey Mist'],145,Jordan,release: 05/15/2015
1002,1003,"['ASICS Gel-Lyte V Monkey Time ""Lights & Shadows""']",150,ASICS,release: 05/09/2015
1003,1004,['Air Max 90 Ultra Essential Liberty 2015'],198,Air,release: 05/15/2015
1004,1005,['Li-Ning Way Of Wade 3 Razfuego'],250,Li-Ning,release: 05/15/2015
1005,1006,['Nike Flyknit Racer Oreo 2'],77,Nike,release: 05/08/2015
1006,1007,['Nike Flyknit Racer Sport Turquoise Hyper Grape'],98,Nike,release: 05/08/2015
1007,1008,['ASICS Gel-Lyte III Size Tsavorite'],210,ASICS,release: 05/06/2015
1008,1009,['Nike Dunk SB High Black Grape'],105,Nike,release: 05/05/2015
1009,1010,['Saucony G9 Shadow 6 Pattern Recognition Tan'],125,Saucony,release: 05/02/2015
1010,1011,['Saucony G9 Shadow 6 Pattern Recognition Grey'],155,Saucony,release: 05/02/2015
1011,1012,"['ASICS Gel-Lyte III Concepts ""Boston Tea Party""']",250,ASICS,release: 05/02/2015
1012,1013,"['ASICS Gel-Lyte III Concepts ""Boston Tea Party"" (Special Box)']",295,ASICS,release: 05/02/2015
1013,1014,['Fila Original Fitness DGK Off White'],125,Fila,release: 05/01/2015
1014,1015,['Saucony G9 Shadow 6 Scoops Pack Mint Chocolate Chip'],150,Saucony,release: 05/01/2015
1015,1016,['Nike Footscape Magista Netherlands Tournament Pack'],165,Nike,release: 06/04/2015
1016,1017,['Nike Footscape Magista Brazil Tournament Pack'],220,Nike,release: 06/04/2015
1017,1018,['Nike Footscape Magista France Tournament Pack'],261,Nike,release: 06/04/2015
1018,1019,['Nike Footscape Magista England Tournament Pack'],290,Nike,release: 06/04/2015
1019,1020,['Jordan 1 Retro Low N7'],215,Jordan,release: 06/03/2015
1020,1021,['ASICS Gel-Respector Aster Purple'],75,ASICS,release: 06/01/2015
1021,1022,['Jordan Westbrook 0 University Red'],100,Jordan,release: 06/01/2015
1022,1023,['Air Max 90 Ultra Light Photo Blue'],100,Air,release: 06/01/2015
1023,1024,['adidas Y3 Qasa High Red Black'],220,adidas,release: 06/01/2015
1024,1025,['adidas Ultra Boost 1.0 Triple White (W)'],250,adidas,release: 06/01/2015
1025,1026,['Jordan Future Low University Red'],70,Jordan,release: 05/30/2015
1026,1027,['adidas Stan Smith Pharrell Jacquard'],233,adidas,release: 05/30/2015
1027,1028,"['ASICS Gel-Lyte III Afew ""Koi"" (Regular Box)']",510,ASICS,release: 05/30/2015
1028,1029,['Nike Flyknit Racer Bright Crimson'],159,Nike,release: 05/29/2015
1029,1030,['adidas Stan Smith Pharrell Jacquard White'],400,adidas,release: 05/28/2015
1030,1031,['Nike Dunk SB Low Tokyo 2015'],185,Nike,release: 05/26/2015
1031,1032,['Jordan 11 Retro Low Bred'],250,Jordan,release: 05/23/2015
1032,1033,['Jordan 11 Retro Low Bred (TD)'],120,Jordan,release: 05/23/2015
1033,1034,['Asics Gel-Lyte V Alpine Blast Pack'],72,Asics,release: 05/23/2015
1034,1035,"['ASICS Gel-Lyte V Highs and Lows ""Medic""']",149,ASICS,release: 05/23/2015
1035,1036,['adidas Stan Smith Copper Kettle'],200,adidas,release: 05/23/2015
1036,1037,"['ASICS Gel-Lyte V BAIT ""Misfits""']",60,ASICS,release: 04/25/2015
1037,1038,['Jordan Future Low Black Red White'],60,Jordan,release: 04/25/2015
1038,1039,['Jordan 1 Retro Low Hare Jordan (2015)'],118,Jordan,release: 04/25/2015
1039,1040,['Filling Pieces Low Top Splash'],220,Filling,release: 04/23/2015
1040,1041,['Jordan Son of Mars Low Hornets'],67,Jordan,release: 04/22/2015
1041,1042,['Air Tech Challenge II Pinstripe'],111,Air,release: 04/21/2015
1042,1043,['Jordan 13 Retro Low Hornets'],175,Jordan,release: 04/18/2015
1043,1044,['Jordan 13 Retro Low Hornets (GS)'],230,Jordan,release: 04/18/2015
1044,1045,['Nike SB Zoom Stefan Janoski Canvas Team Red Polka Dot'],75,Nike,release: 04/01/2015
1045,1046,['Nike Dunk SB Low Red Patent Leather'],80,Nike,release: 04/01/2015
1046,1047,['Jordan CP3.VII AE Gym Red Black'],90,Jordan,release: 04/01/2015
1047,1048,['Nike Dunk SB High Cork'],181,Nike,release: 04/01/2015
1048,1049,['Jordan 1 Retro Low White Varsity Red'],120,Jordan,release: 03/28/2015
1049,1050,"['ASICS Gel-Lyte III Titolo ""Papercut""']",180,ASICS,release: 03/28/2015
1050,1051,['Nike Dunk SB Low Un-Raygun'],350,Nike,release: 03/28/2015
1051,1052,['New Balance-1300 Japan Edition'],400,New,release: 03/28/2015
1052,1053,['Reebok Instapump Fury Road Stash Road Splatter'],149,Reebok,release: 03/21/2015
1053,1054,['Reebok Ventilator Sneakersnstuff Bees and Honey'],150,Reebok,release: 03/21/2015
1054,1055,"['ASICS Gel-Lyte V Commonwealth ""Da Vinci""']",387,ASICS,release: 03/21/2015
1055,1056,['Asics Gel-Lyte III Rasta Pack Green'],750,Asics,release: 04/16/2015
1056,1057,['Nike Dunk SB High White Ice'],115,Nike,release: 04/15/2015
1057,1058,['Air Foamposite Pro Red October'],260,Air,release: 04/11/2015
1058,1059,['Jordan 11 Retro Low Georgetown'],235,Jordan,release: 04/11/2015
1059,1060,['Jordan 11 Retro Low Georgetown (GS)'],180,Jordan,release: 04/11/2015
1060,1061,"['ASICS Gel-Lyte V BAIT ""Splash City""']",65,ASICS,release: 04/11/2015
1061,1062,['Air Foamposite Pro Red October (GS)'],150,Air,release: 04/11/2015
1062,1063,['adidas Superstar 80s Undftd Bape Black'],165,adidas,release: 04/11/2015
1063,1064,['adidas Superstar 80s Undftd Bape White'],180,adidas,release: 04/11/2015
1064,1065,['Jordan 1 Retro Mid Hare Jordan 2015 (GS)'],228,Jordan,release: 04/04/2015
1065,1066,['Air Command Force Hyper Jade'],140,Air,release: 04/03/2015
1066,1067,['adidas Ultra Boost 1.0 OG Black Gold Purple'],165,adidas,release: 03/18/2015
1067,1068,['Le Coq Sportif Zenith Laced Banana Benders'],185,Le,release: 03/18/2015
1068,1069,['adidas Ultra Boost 1.0 OG Black Gold Purple (W)'],210,adidas,release: 03/18/2015
1069,1070,"['Timberland 6"" Boot Villa Emerald']",310,Timberland,release: 03/17/2015
1070,1071,['adidas Ultra Boost 3.0 Noble Red (GS)'],60,adidas,release: 03/15/2015
1071,1072,['adidas Ultra Boost 1.0 Solar Red'],290,adidas,release: 03/15/2015
1072,1073,['Air Foamposite One Metallic Gold'],216,Air,release: 03/14/2015
1073,1074,"['Saucony Shadow Master UBIQ ""Atlantic Tide""']",104,Saucony,release: 03/13/2015
1074,1075,['adidas Spezial New York Carlos'],128,adidas,release: 03/12/2015
1075,1076,['adidas New York Spezial Granite'],162,adidas,release: 03/12/2015
1076,1077,['Reebok Ventilator Mighty Healthy Hide Tide'],450,Reebok,release: 03/11/2015
1077,1078,['adidas Tubular Runner SNS Shades of White'],125,adidas,release: 03/10/2015
1078,1079,"['Saucony G9 Shadow 5 Feature ""Pumpkin""']",147,Saucony,release: 03/07/2015
1079,1080,['Reebok Ventilator Major DC Cherry Blossom'],150,Reebok,release: 03/07/2015
1080,1081,"['ASICS Gel-Lyte III Packer Shoes ""Dirty Buck""']",299,ASICS,release: 03/07/2015
1081,1082,"['ASICS Gel-Lyte III Packer Shoes ""Dirty Buck"" (Special Box)']",400,ASICS,release: 03/07/2015
1082,1083,"['ASICS Onitsuka Tiger Colorado 85 End ""Bluebird""']",70,ASICS,release: 03/05/2015
1083,1084,['Nike Free Flyknit Chukka SFB Night Factor'],275,Nike,release: 03/05/2015
1084,1085,['Nike Dunk SB Low Dorothy'],200,Nike,release: 03/04/2015
1085,1086,"['Saucony Shadow 6000 Bait ""Cruel World 5""']",94,Saucony,release: 02/28/2015
1086,1087,['Under Armour Curry 4 Low Nothing But Nets'],155,Under,release: 12/31/2017
1087,1088,['LeBron 15 Performance KITH Rose Gold'],400,LeBron,release: 12/30/2017
1088,1089,['LeBron 15 Lifestyle KITH Concrete'],284,LeBron,release: 12/30/2017
1089,1090,['LeBron 15 Lifestyle KITH Stained Glass'],399,LeBron,release: 12/30/2017
1090,1091,['Balenciaga Triple S Neon Yellow (2018 Reissue)'],845,Balenciaga,release: 12/30/2017
1091,1092,['Air More Uptempo White Aqua Gum (GS)'],159,Air,release: 12/29/2017
1092,1093,['Air More Uptempo Thunder Blue (GS)'],179,Air,release: 12/29/2017
1093,1094,['Nike SB Dunk Low Skate Camo'],139,Nike,release: 12/28/2017
1094,1095,"['Timberland 6"" Boot White Serpent']",220,Timberland,release: 12/27/2017
1095,1096,['adidas Harden LS Holiday Heat'],200,adidas,release: 12/27/2017
1096,1097,['Jordan 1 Retro High Gatorade Blue Lagoon'],178,Jordan,release: 12/26/2017
1097,1098,['Jordan 1 Retro High Gatorade Orange Peel'],135,Jordan,release: 12/26/2017
1098,1099,['Jordan 1 Retro High Gatorade Cyber'],150,Jordan,release: 12/26/2017
1099,1100,['Jordan 1 Retro High Gatorade Orange Peel (GS)'],112,Jordan,release: 12/26/2017
1100,1101,['Jordan 1 Retro High Gatorade Blue Lagoon (GS)'],135,Jordan,release: 12/26/2017
1101,1102,['Jordan 1 Retro High Gatorade Rush Violet'],160,Jordan,release: 12/26/2017
1102,1103,['adidas EQT Support 93/17 Gore-tex Reflect & Protect (White)'],102,adidas,release: 12/26/2017
1103,1104,['Converse Chuck Taylor All-Star 70s Hi Woodmark Wool Ivory (W)'],130,Converse,release: 12/25/2017
1104,1105,['Under Armour Curry 4 More Range'],105,Under,release: 12/24/2017
1105,1106,['Air VaporMax Chukka Slip Pure Platinum'],150,Air,release: 12/24/2017
1106,1107,['Air VaporMax Chukka Slip Black Silver'],162,Air,release: 12/24/2017
1107,1108,['Air Force 1 High Harlem'],100,Air,release: 12/20/2017
1108,1109,['Air More Uptempo NYC'],113,Air,release: 12/20/2017
1109,1110,['Air More Uptempo Chicago'],182,Air,release: 12/20/2017
1110,1111,['LeBron Zoom Soldier 11 Ultramarine (GS)'],85,LeBron,release: 12/20/2017
1111,1112,['Air Zoom Generation Black White Retro'],120,Air,release: 12/23/2017
1112,1113,['Air More Uptempo Atlanta'],250,Air,release: 12/20/2017
1113,1114,['Nike Tiempo Legend VII Sergio Ramos Corazon Y Sangre'],300,Nike,release: 12/19/2017
1114,1115,['adidas Yeezy Boost 350 V2 Blue Tint'],400,adidas,release: 12/16/2017
1115,1116,['adidas Ultra Boost 4.0 A Ma Maniere x Invincible Cashmere Wool'],189,adidas,release: 12/16/2017
1116,1117,['Under Armour Curry 4 More Dimes'],133,Under,release: 12/16/2017
1117,1118,['Reebok Classic Leather Ripple Raised By Wolves Blue'],100,Reebok,release: 12/16/2017
1118,1119,['Under Armour Curry 4 Home'],125,Under,release: 12/16/2017
